Name,Symbol,RIC,Type,NAME,COMPANY NAME,ICB INDUSTRY NAME
DAPAI INTL.HOLDINGS,T:CHNZ,DAPA.SI^G18,T:CHNZ,DAPAI INTL.HOLDINGS DEAD - DELIST.18/07/18,DAPAI INTERNATIONAL HOLDINGS COMPANY LIMITED,Consumer Discretionary
DATACRAFT ASIA,141059,-,141059,DATACRAFT ASIA DEAD - DELIST.11/11/08,DATACRAFT ASIA LIMITED,Technology
DBS BK.NON RED.CV.PREF.,T:DBSP,-,T:DBSP,DBS BK.NON RED.CV.PREF.,NA,Financials
DBS LAND,T:DBLS,-,T:DBLS,DBS LAND,DBS LAND LIMITED,Real Estate
DELGRO CORP.,T:DGRO,-,T:DGRO,DELGRO CORP. DEAD - MERGER-26907P,DELGRO CORPORATION LIMITED,Industrials
DELGRO CORPORATION LTD.,28045P,-,28045P,DELGRO CORPORATION LTD.,DELGRO CORPORATION LIMITED,NA
DELIFRANCE ASIA,T:DELI,-,T:DELI,DELIFRANCE ASIA DEAD - DELIST 29/12/99,DELIFRANCE ASIA LTD,Consumer Staples
DELONG HDG.,T:TEAM,DELO.SI^I19,T:TEAM,DELONG HDG. DEAD - DELIST.25/09/19,DELONG HOLDINGS LIMITED,Basic Materials
DEVOTION ENERGY GROUP,T:DEVO,DEVO.SI^C14,T:DEVO,DEVOTION ENERGY GROUP DEAD - DELIST.25/03/14,DEVOTION ENERGY GROUP LIMITED,Industrials
DMX TECHNOLOGIES GROUP,T:DMXT,DMXT.SI^D18,T:DMXT,DMX TECHNOLOGIES GROUP DEAD - DELIST.19/04/18,DMX TECHNOLOGIES GROUP LTD,Technology
DOVECHEM STOLHAVEN,T:DOVE,-,T:DOVE,DOVECHEM STOLHAVEN DEAD - DELIST 19/02/04,DOVECHEM STOLTHAVEN LIMITED,Energy
DOVECHEM TERMINALS 'A',T:DVTA,-,T:DVTA,DOVECHEM TERMINALS 'A' DEAD - DELIST.12/11/05,NA,NA
DYNAMIC COLOURS,T:DCLT,DYCL.SI^H20,T:DCLT,DYNAMIC COLOURS DEAD - DELIST.18/08/20,DYNAMIC COLOURS LTD,Basic Materials
EAGLE BRAND HOLDINGS,50709P,-,50709P,EAGLE BRAND HOLDINGS,EAGLE BRAND HOLDINGS LIMITED,NA
EASTERN ASIA TECH.,T:EAAS,ESAS.SI^B11,T:EAAS,EASTERN ASIA TECH. DEAD - DELIST.08/02/11,EASTERN ASIA TECHNOLOGY LIMITED,Consumer Discretionary
EASTERN HOLDINGS,T:EAST,ESPL.SI^C16,T:EAST,EASTERN HOLDINGS DEAD - DELIST.08/03/16,EASTERN HOLDINGS LIMITED,Real Estate
ECS HOLDINGS,T:ECSH,ECSH.SI^B15,T:ECSH,ECS HOLDINGS DEAD - DELIST.23/02/15,ECS HOLDINGS LTD,Technology
EDMI,T:EDMI,EDMI.SI^H11,T:EDMI,EDMI DEAD - DELIST.24/08/11,EDMI LTD,Industrials
ELEC & ELTEK INTL.,140455,EELT.SI^I20,140455,ELEC & ELTEK INTL. DEAD - DELIST.25/09/20,ELEC & ELTEK INTERNATIONAL COMPANY LIMITED,Consumer Discretionary
ELITE KSB HDG.,T:ELIT,ELIT.SI^E15,T:ELIT,ELITE KSB HDG. DEAD - DELIST.14/05/15,ELITE KSB HOLDINGS LTD,Consumer Staples
ELTECH ELECTRONICS,T:ELEL,-,T:ELEL,ELTECH ELECTRONICS DEAD - 21/11/2002,ELTECH ELECTRONICS LIMITED,Industrials
ENG KONG HOLDINGS,T:ENGK,ENGK.SI^I10,T:ENGK,ENG KONG HOLDINGS DEAD - DELIST.27/09/10,ENG KONG HOLDINGS LIMITED,Industrials
ENPORIS GREENZ,T:SEKS,ENGL.SI^L09,T:SEKS,ENPORIS GREENZ DEAD - DELIST.18/12/09,ENPORIS GREENZ LIMITED,Technology
ERATAT LIFESTYLE,T:CRT,ELFL.SI^F17,T:CRT,ERATAT LIFESTYLE DEAD - DELIST.19/06/17,ERATAT LIFESTYLE LTD,Consumer Discretionary
ETLA,T:ETLA,ETLA.SI^E09,T:ETLA,ETLA DEAD - DELIST.20/05/09,ETLA LIMITED,Industrials
EU YAN SANG INTL.,T:EUYA,EYSI.SI^J16,T:EUYA,EU YAN SANG INTL. DEAD - DELIST.07/10/16,EU YAN SANG INTERNATIONAL LIMITED,Health Care
EUROPTRONIC GROUP,T:EURO,ETGL.SI^I18,T:EURO,EUROPTRONIC GROUP DEAD - DELIST.12/09/18,EUROPTRONIC GROUP LIMITED,Technology
EVERGRO PROPERTIES,T:DRAG,EVGR.SI^L09,T:DRAG,EVERGRO PROPERTIES DEAD - DELIST.07/12/09,EVERGRO PROPERTIES LIMITED,Real Estate
EXCEL MACHINE TOOLS,T:EXCE,-,T:EXCE,EXCEL MACHINE TOOLS DEAD - DELIST.31/10/08,EXCEL MACHINE TOOLS LIMITED,Industrials
EZYHEALTH ASIA PAC LTD,67866C,-,67866C,EZYHEALTH ASIA PAC LTD,EZYHEALTH ASIA PACIFIC LIMITED,NA
FASTECH SYNERGY,T:FAST,FTSY.SI^G10,T:FAST,FASTECH SYNERGY DEAD - DELIST.16/07/10,FASTECH SYNERGY LTD,Technology
FDS NETWORKS GROUP,T:FDSN,FDSL.SI^A14,T:FDSN,FDS NETWORKS GROUP DEAD - DELIST.17/01/14,FDS NETWORKS GROUP LIMITED,Technology
FIBRECHEM TECHNOLOGIES,T:FBRC,FIBR.SI^K18,T:FBRC,FIBRECHEM TECHNOLOGIES DEAD - DELIST.01/11/18,FIBRECHEM TECHNOLOGIES LIMITED,Basic Materials
FINANCIAL ONE,T:FOCO,FNON.SI^D11,T:FOCO,FINANCIAL ONE DEAD - DELIST.27/04/11,FINANCIAL ONE CORPORATION.,Financials
FIRSTLINK INVS.,T:SING,FIIC.SI^K11,T:SING,FIRSTLINK INVS. DEAD - DELIST.30/11/11,FIRSTLINK INVESTMENTS CORPORATION LIMITED,Consumer Staples
FISCHER TECH,T:FCTG,FIHT.SI^K17,T:FCTG,FISCHER TECH DEAD - DELIST.06/11/17,FISCHER TECH LIMITED,Industrials
FOOD JUNCTION HDG.,T:FOJU,FDJC.SI^A14,T:FOJU,FOOD JUNCTION HDG. DEAD - DELIST.03/01/14,FOOD JUNCTION HOLDINGS LTD,Consumer Discretionary
FORELAND FABRICTECH HDG.,T:FFHL,FFHL.SI^F19,T:FFHL,FORELAND FABRICTECH HDG. DEAD - DELIST.27/06/19,FORELAND FABRICTECH HOLDINGS LIMITED,Consumer Discretionary
FORTERRA TRUST,T:TCT,FORE.SI^B15,T:TCT,FORTERRA TRUST DEAD - DELIST.13/02/15,FORTERRA TRUST,Real Estate
FRASERS COMMERCIAL TRUST,T:ALLR,FRCR.SI^D20,T:ALLR,FRASERS COMMERCIAL TRUST DEAD - DELIST.29/04/20,FRASERS COMMERCIAL TRUST,Real Estate
FRONTLINE TECHS.,T:FLTC,-,T:FLTC,FRONTLINE TECHS. DEAD - DELIST.24/03/08,FRONTLINE TECHNOLOGIES CORPORATION LIMITED,Technology
FUNG CHOI MEDIA GP.,T:FUNG,FUNG.SI^G17,T:FUNG,FUNG CHOI MEDIA GP. DEAD - DELIST.24/07/17,FUNG CHOI MEDIA GROUP LIMITED,Industrials
FURAMA,T:APOL,FURA.SI^C10,T:APOL,FURAMA DEAD - DELIST.11/03/10,FURAMA LIMITED,Consumer Discretionary
GEMS TV HOLDINGS,T:GTHL,GEMS.SI^H14,T:GTHL,GEMS TV HOLDINGS DEAD - DELIST.18/08/14,GEMS TV HOLDINGS LTD,Consumer Discretionary
GENERAL MAGNETICS,T:GMIC,GMLS.SI^D10,T:GMIC,GENERAL MAGNETICS DEAD - DELIST.01/04/10,GENERAL MAGNETICS LIMITED,Technology
GENERAL SECS.INVS.,T:GSIS,-,T:GSIS,GENERAL SECS.INVS. DEAD - DELIST.14/09/01,NA,Financials
GES INTERNATIONAL,T:GESI,-,T:GESI,GES INTERNATIONAL DEAD - DELIST.29/11/06,GES INTERNATIONAL LIMITED,Technology
GIANT WIRELESS TECH.,T:GIWI,GWTL.SI^C10,T:GIWI,GIANT WIRELESS TECH. DEAD - DELIST.22/03/10,GIANT WIRELESS TECHNOLOGY LIMITED,Telecommunications
GL,T:BILY,GLLI.SI^F21,T:BILY,GL DEAD - DELIST.14/06/21,GL LTD,Consumer Discretionary
GLOBAL ACTIVE,T:GLOB,-,T:GLOB,GLOBAL ACTIVE DEAD - DELIST.30/12/05,GLOBAL ACTIVE LTD,Consumer Staples
GLOBAL LOGISTIC PROPS.,T:MGLP,GLPL.SI^A18,T:MGLP,GLOBAL LOGISTIC PROPS. DEAD - DELIST.21/01/18,GLOBAL LOGISTIC PROPERTIES LIMITED,Real Estate
GLOBAL MASTERS FUND,T:EAGM,GLMF.SI^G17,T:EAGM,GLOBAL MASTERS FUND DEAD - DELIST.25/07/17,NA,Financials
GLOBAL PREMIUM HOTELS,T:GPHL,GPHL.SI^F17,T:GPHL,GLOBAL PREMIUM HOTELS DEAD - DELIST.05/06/17,GLOBAL PREMIUM HOTELS LTD,Consumer Discretionary
GMG GLOBAL,T:GMGG,GMGG.SI^L16,T:GMGG,GMG GLOBAL DEAD - DELIST.23/12/16,GMG GLOBAL LIMITED,Consumer Staples
GOODPACK,T:GOOP,GPAK.SI^I14,T:GOOP,GOODPACK DEAD - DELIST.15/09/14,GOODPACK LIMITED,Industrials
GOODWOOD PARK HOTEL,T:GOOD,-,T:GOOD,GOODWOOD PARK HOTEL DEAD - DELIST 10/12/04,GOODWOOD PARK HOTEL LIMITED,Consumer Discretionary
GP BATTERIES INTL.,T:GBAT,GPBS.SI^L17,T:GBAT,GP BATTERIES INTL. DEAD - DELIST.26/12/17,GP BATTERIES INTERNATIONAL LIMITED,Consumer Staples
GUANGZHAO INDL.FOR. BIOTECH.GP.,T:GUAF,GUAN.SI^L13,T:GUAF,GUANGZHAO INDL.FOR. BIOTECH.GP.,GUANGZHAO INDUSTRIAL FOREST BIOTECHNOLOGY GROUP LTD,Basic Materials
GUL TECHNOLOGIES SING.,T:GULT,GULT.SI^A13,T:GULT,GUL TECHNOLOGIES SING. DEAD - DELIST.18/01/13,GUL TECHNOLOGIES SINGAPORE LIMITED,Technology
GUTHRIE GTS,T:GUTH,GTGS.SI^K13,T:GUTH,GUTHRIE GTS DEAD - DELIST.25/11/13,GUTHRIE GTS LIMITED,Industrials
GUTHRIE ROPEL,502840,-,502840,GUTHRIE ROPEL,NA,Consumer Staples
HARIMAU INVESTMENTS,T:HARI,-,T:HARI,HARIMAU INVESTMENTS DEAD - DELIST.28/03/01,HARIMAU INVESTMENTS LIMITED,Financials
HAW PAR HEALTHCARE,T:TIGR,-,T:TIGR,HAW PAR HEALTHCARE DEAD - DELIST.12/06/03,HAW PAR HEALTHCARE LIMITED,Health Care
HEALTH MAN.INTL.,T:HMIH,HMIH.SI^L19,T:HMIH,HEALTH MAN.INTL. DEAD - DELIST.24/12/19,HEALTH MANAGEMENT INTERNATIONAL LIMITED,Health Care
HENG LONG INTERNATIONAL,T:HLI,HLIL.SI^L11,T:HLI,HENG LONG INTERNATIONAL DEAD - DELIST.20/12/11,HENG LONG INTERNATIONAL LIMITED,Consumer Discretionary
HERSING,T:HERS,HERG.SI^K12,T:HERS,HERSING DEAD - DELIST.21/11/12,HERSING CORPORATION LIMITED,Real Estate
HIND HOTELS INTL.,T:HIND,-,T:HIND,HIND HOTELS INTL. DEAD - DELIST.24/12/02,HIND HOTELS INTERNATIONAL LIMITED,Consumer Discretionary
HONGWEI TECHS.,T:HNGW,HGTL.SI^A14,T:HNGW,HONGWEI TECHS. DEAD - DELIST.03/01/14,HONGWEI TECHNOLOGIES LTD,Consumer Discretionary
HOTEL MALAYSIA,T:MALY,-,T:MALY,HOTEL MALAYSIA DEAD - DELIST.21/09/05,HOTEL MALAYSIA LIMITED,Financials
HOTEL NEGARA,T:HOTN,-,T:HOTN,HOTEL NEGARA DEAD - DELIST 04/10/06,HOTEL NEGARA LIMITED,Consumer Discretionary
HOTUNG INVESTMENT HDG.,50576C,-,50576C,HOTUNG INVESTMENT HDG.,HOTUNG INVESTMENT HOLDINGS LIMITED,NA
HSU FU CHI INTERNATIONAL,T:HFCI,HSFU.SI^L11,T:HFCI,HSU FU CHI INTERNATIONAL DEAD - DELIST.23/12/11,HSU FU CHI INTERNATIONAL LTD,Consumer Staples
HTL INTL.HOLDINGS,T:HATA,HTLH.SI^I16,T:HATA,HTL INTL.HOLDINGS DEAD - DELIST.09/09/16,HTL INTERNATIONAL HOLDINGS LIMITED,Consumer Discretionary
HUAN HSIN HOLDINGS,T:HUAN,HUAN.SI^H20,T:HUAN,HUAN HSIN HOLDINGS DEAD - DELIST.12/08/20,HUAN HSIN HOLDINGS LIMITED,Telecommunications
HUPSTEEL,T:HUPS,HUPS.SI^J19,T:HUPS,HUPSTEEL DEAD - DELIST.29/10/19,HUPSTEEL LIMITED,Industrials
I-COMM TECHNOLOGY,T:ICTE,-,T:ICTE,I-COMM TECHNOLOGY DEAD - DELIST.05/12/02,I-COMM TECHNOLOGY LTD,Telecommunications
IDT HOLDINGS (SING.),T:IDTH,IDTH.SI^B11,T:IDTH,IDT HOLDINGS (SING.) DEAD - DELIST.21/02/11,IDT HOLDINGS (SINGAPORE) LIMITED,Consumer Discretionary
INCHCAPE MARKETING,T:INCM,-,T:INCM,INCHCAPE MARKETING DEAD - DELIST.24/06/99,NA,NA
INDIABULLS PROPERTIES INVTRUST,T:INB,IBPI.SI^L17,T:INB,INDIABULLS PROPERTIES INVTRUST,INDIABULLS PROPERTIES INVESTMENT TRUST,Real Estate
INDL.& COML.BK.,T:ICBS,-,T:ICBS,INDL.& COML.BK. DEAD - DELIST 03/06/02,INDUSTRIAL & COMMERCIAL BANK LIMITED,Financials
INGRAM MICRO ASIA LTD.,T:ELEC,-,T:ELEC,INGRAM MICRO ASIA LTD. DEAD - 19/02/1999,INGRAM MICRO ASIA LTD,Industrials
INNOPAC HOLDINGS,T:INPA,INPS.SI^F21,T:INPA,INNOPAC HOLDINGS DEAD - DELIST.30/06/21,INNOPAC HOLDINGS LTD,Financials
INNOVALUES,T:INPR,INNV.SI^C17,T:INPR,INNOVALUES DEAD - DELIST.17/03/17,INNOVALUES LIMITED,Industrials
INSURANCE CORP.SING.,T:ICOS,-,T:ICOS,INSURANCE CORP.SING. DEAD - DEAD 30/05/01,INSURANCE CORPORATION OF SINGAPORE LIMITED (THE),Financials
INTERNET TECHNOLOGY GP.,T:ITGL,ITGD.SI^C14,T:ITGL,INTERNET TECHNOLOGY GP. DEAD - DELIST.31/03/14,INTERNET TECHNOLOGY GROUP LIMITED,Technology
INTERPLEX HOLDINGS,T:AMTE,INTP.SI^F16,T:AMTE,INTERPLEX HOLDINGS DEAD - DELIST.08/06/16,INTERPLEX HOLDINGS LTD,Industrials
INTL.CAPITAL INV.,T:JENG,-,T:JENG,INTL.CAPITAL INV. DEAD - DELIST.30/11/05,INTERNATIONAL CAPITAL INVESTMENT LIMITED,Industrials
IONICS EMS,T:IONI,IONI.SI^F10,T:IONI,IONICS EMS DEAD - DELIST.23/06/10,IONICS EMS INCORPORATED,Telecommunications
ISL. & PEN. S$,952008,-,952008,ISL. & PEN. S$,NA,NA
JAPAN LAND,T:WIZO,JAPA.SI^F11,T:WIZO,JAPAN LAND DEAD - DELIST.30/06/11,JAPAN LAND LIMITED,Real Estate
JARDINE STRATEGIC HDG.,140892,JSH.SI^D21,140892,JARDINE STRATEGIC HDG. DEAD - DELIST.15/04/21,JARDINE STRATEGIC HOLDINGS LTD,Industrials
JAYA HOLDINGS,T:JAYA,JAYA.SI^C18,T:JAYA,JAYA HOLDINGS DEAD - DELIST.28/02/18,JAYA HOLDINGS LIMITED,Industrials
JETS TECHNICS INTL.HDG.,T:JETS,JETS.SI^J13,T:JETS,JETS TECHNICS INTL.HDG. DEAD - DELIST.25/10/13,JETS TECHNICS INTERNATIONAL HOLDINGS LTD,Consumer Discretionary
JIT HOLDINGS,T:JITH,-,T:JITH,JIT HOLDINGS DEAD - 04/12/00,JIT HOLDINGS LIMITED,Industrials
JK YAMING INTL.HDG.,T:JKYA,JKYA.SI^G11,T:JKYA,JK YAMING INTL.HDG. DEAD - DELIST.18/07/11,JK YAMING INTERNATIONAL HOLDINGS LIMITED,Technology
JUKEN TECHNOLOGY,T:JUKE,JUKT.SI^L12,T:JUKE,JUKEN TECHNOLOGY DEAD - DELIST.04/12/12,JUKEN TECHNOLOGY LIMITED,Technology
JURONG CEMENT,T:JURO,JRCS.SI^E10,T:JURO,JURONG CEMENT DEAD - DELIST.06/05/10,JURONG CEMENT LIMITED,Industrials
JURONG ENG.'A',316606,-,316606,JURONG ENG.'A' DEAD - DELIST.12/05/93,NA,NA
JURONG TECHS.INDL.,T:JUTE,JTIL.SI^I10,T:JUTE,JURONG TECHS.INDL. DEAD - DELIST.30/09/10,JURONG TECHNOLOGIES INDUSTRIAL CORPORATION LIMITED,Technology
K1 VENTURES,T:SINM,KMAR.SI^B18,T:SINM,K1 VENTURES DEAD - DELIST.11/02/18,K1 VENTURES LIMITED,Financials
KAY HIAN HOLDINGS LYD.,28045L,-,28045L,KAY HIAN HOLDINGS LYD.,KAY HIAN HOLDINGS LIMITED,NA
KEPPEL CAPITAL HOLDINGS,T:KEPB,-,T:KEPB,KEPPEL CAPITAL HOLDINGS DEAD - DELIST 01/10/01,KEPPEL CAPITAL HOLDINGS LIMITED,Financials
KEPPEL FELS,T:KEPD,-,T:KEPD,KEPPEL FELS,KEPPEL FELS LIMITED,NA
KEPPEL FINANCE,T:KEPF,-,T:KEPF,KEPPEL FINANCE DEAD - MERGER 691133,KEPPEL FINANCE LIMITED,Financials
KEPPEL INTEG.ENGR.,T:KIE,-,T:KIE,KEPPEL INTEG.ENGR. DEAD - MERGED 992687,KEPPEL INTEGRATED ENGINEERING LIMITED,Industrials
KEPPEL LAND,T:STSP,KLAN.SI^G15,T:STSP,KEPPEL LAND DEAD - DELIST.16/07/15,KEPPEL LAND LIMITED,Real Estate
KEPPEL OFFS.& MAR.,T:FELS,-,T:FELS,KEPPEL OFFS.& MAR. DEAD - DEAD 30/10/01,KEPPEL FELS ENERGY AND INFRASTRUCTURE LIMITED,Energy
KEPPEL SHIPYARD,T:HITZ,-,T:HITZ,KEPPEL SHIPYARD DEAD - DELIST.14/03/02,KEPPEL HITACHI ZOSEN LIMITED,Industrials
KEPPEL TATLEE BANK,T:KEPT,-,T:KEPT,KEPPEL TATLEE BANK,KEPPEL TATLEE BANK LIMITED,NA
KEPPEL TATLEE FINANCE,T:KTLF,-,T:KTLF,KEPPEL TATLEE FINANCE DEAD - 09/09/02,KEPPEL TATLEE FINANCE LIMITED,Financials
KEPPEL TELECOM.& TRSP.,T:STEM,KTEL.SI^E19,T:STEM,KEPPEL TELECOM.& TRSP. DEAD - DELIST.07/05/19,KEPPEL TELECOMMUNICATIONS AND TRANSPORTATION LIMITED,Industrials
KIAN ANN ENGINEERING,T:KIAE,KIAN.SI^B13,T:KIAE,KIAN ANN ENGINEERING DEAD - DELIST.14/02/13,KIAN ANN ENGINEERING LIMITED,Industrials
KIM ENG HDG.,T:KIME,KEHS.SI^H11,T:KIME,KIM ENG HDG. DEAD - DELIST.04/08/11,KIM ENG HOLDINGS LIMITED,Financials
KING'S HOTEL A,503155,-,503155,KING'S HOTEL A,NA,Consumer Discretionary
KING'S SAFETYWEAR,T:KNGS,-,T:KNGS,KING'S SAFETYWEAR DEAD - DELIST.26/12/08,KING'S SAFETYWEAR LTD,Consumer Discretionary
KINGBOARD CPR.FOIL HDG.,T:KICO,KCFH.SI^F19,T:KICO,KINGBOARD CPR.FOIL HDG. DEAD - DELIST.09/06/19,KINGBOARD COPPER FOIL HOLDINGS LIMITED,Basic Materials
KOON HOLDINGS,T:KOON,KOON.SI^I21,T:KOON,KOON HOLDINGS DEAD - DELIST.22/09/21,NA,Industrials
KXD DIGITAL ENTM.,T:KXDD,KXDD.SI^H13,T:KXDD,KXD DIGITAL ENTM. DEAD - DELIST.30/08/13,KXD DIGITAL ENTERTAINMENT LTD,Consumer Discretionary
KYOSHA HDG.,T:KYOS,-,T:KYOS,KYOSHA HDG. DEAD - DELIST 29/03/04,KYOSHA HOLDINGS (SINGAPORE) LTD,Industrials
LABROY MARINE,T:LABO,-,T:LABO,LABROY MARINE DEAD - DELIST.06/02/08,LABROY MARINE LIMITED,Industrials
LAFE CORPORATION,T:LAHO,LAFE.SI^H20,T:LAHO,LAFE CORPORATION DEAD - DELIST.31/08/20,LAFE CORPORATION LIMITED,Technology
LANDWIND MED.HDG.,T:LANM,-,T:LANM,LANDWIND MED.HDG. DEAD - DELIST.13/04/07,LANDWIND MEDICAL HOLDINGS LTD,Health Care
LANKOM ELECTRONICS,T:LAEL,LKOM.SI^K18,T:LAEL,LANKOM ELECTRONICS DEAD - DELIST.05/11/18,LANKOM ELECTRONICS LIMITED,Industrials
LANTROVISION (S),T:LANT,LNTO.SI^F16,T:LANT,LANTROVISION (S) DEAD - DELIST.21/06/16,LANTROVISION S LIMITED,Telecommunications
LCT HOLDINGS,T:LOHL,LCTH.SI^L20,T:LOHL,LCT HOLDINGS DEAD - DELIST.23/12/20,LCT HOLDINGS LTD,Telecommunications
LEE KIM TAH HDG.,T:LKTH,LKTS.SI^A15,T:LKTH,LEE KIM TAH HDG. DEAD - DELIST.14/01/15,LEE KIM TAH HOLDINGS LIMITED,Real Estate
LEE METAL GROUP,T:LEEM,LEEM.SI^G18,T:LEEM,LEE METAL GROUP DEAD - DELIST.30/07/18,LEE METAL GROUP LTD,Basic Materials
LEEDEN,T:CAUS,LEDN.SI^D12,T:CAUS,LEEDEN DEAD - DELIST.23/04/12,LEEDEN LIMITED,Industrials
LEONG HUAT INDS.,T:HAUT,-,T:HAUT,LEONG HUAT INDS. DEAD - DEAD.07/05/01,NA,Basic Materials
LI HENG CHM.FRE.TECHS.,T:LIH,LHCF.SI^B17,T:LIH,LI HENG CHM.FRE.TECHS. DEAD - DELIST.02/02/17,LI HENG CHEMICAL FIBRE TECHNOLOGIES LTD,Basic Materials
LI XIN INDUSTRIES,T:LIX,-,T:LIX,LI XIN INDUSTRIES DEAD - MERGED 255674,NA,Industrials
LINC ENERGY,T:LISA,LINC.SI^J20,T:LISA,LINC ENERGY DEAD - DELIST.30/10/20,LINC ENERGY LTD,Energy
LION LAND (SES),T:SU@V,-,T:SU@V,LION LAND (SES),NA,Basic Materials
LIZHONG WHEEL GROUP,T:CWEL,LWGL.SI^K15,T:CWEL,LIZHONG WHEEL GROUP DEAD - DELIST.26/11/15,LIZHONG WHEEL GROUP LIMITED,Consumer Discretionary
LMA INTERNATIONAL NV.,T:LMAI,LMAI.SI^K12,T:LMAI,LMA INTERNATIONAL NV. DEAD - DELIST.14/11/12,LMA INTERNATIONAL NV,Health Care
LTC CORPORATION,T:LTCH,LTCL.SI^C19,T:LTCH,LTC CORPORATION DEAD - DELIST.13/03/19,LTC CORPORATION LTD,Basic Materials
LUNG KEE METAL HDG.(SES),T:LUNG,-,T:LUNG,LUNG KEE METAL HDG.(SES) DEAD - DEAD 01/07/02,NA,Basic Materials
LUYE PHARMA GROUP,T:ASPH,LUYE.SI^K12,T:ASPH,LUYE PHARMA GROUP DEAD - DELIST.29/11/12,NA,Health Care
LUZHOU BIO-CHEM TECH.,T:LUZH,LUZH.SI^K20,T:LUZH,LUZHOU BIO-CHEM TECH. DEAD - DELIST.18/11/20,LUZHOU BIO-CHEM TECHNOLOGY LTD,Consumer Staples
M DEVELOPMENT,T:NITI,MDVT.SI^G21,T:NITI,M DEVELOPMENT DEAD - DELIST.16/07/21,M DEVELOPMENT LIMITED,Technology
M1,T:MOBE,MONE.SI^D19,T:MOBE,M1 DEAD - DELIST.23/04/19,M1 LIMITED,Telecommunications
MACQUARIE INTL.INFR.FUND,T:MIIF,MIIF.SI^J15,T:MIIF,MACQUARIE INTL.INFR.FUND DEAD - DELIST.26/10/15,MACQUARIE INTERNATIONAL INFRASTRUCTURE FUND LTD,Financials
MAN WAH HOLDINGS,T:MNWH,MANW.SI^I09,T:MNWH,MAN WAH HOLDINGS DEAD - DELIST.15/09/09,NA,Consumer Discretionary
MAP TECHNOLOGY HOLDINGS,T:MTHL,MAPT.SI^E11,T:MTHL,MAP TECHNOLOGY HOLDINGS DEAD - DELIST.30/05/11,MAP TECHNOLOGY HOLDINGS LIMITED,Technology
MAVERIC,T:TOTA,MVRL.SI^G12,T:TOTA,MAVERIC DEAD - DELIST.04/11/11,MAVERIC LIMITED,Industrials
MCL LAND,T:MACR,MCRS.SI^B11,T:MACR,MCL LAND DEAD - DELIST.14/02/11,MCL LAND LIMITED,Real Estate
MEGHMANI ORGANICS,32698J,-,32698J,MEGHMANI ORGANICS,MEGHMANI ORGANICS LIMITED,NA
MEIBAN GROUP,T:MEIB,MPLS.SI^I12,T:MEIB,MEIBAN GROUP DEAD - DELIST.10/09/12,MEIBAN GROUP LIMITED,Industrials
MEMORY DEVICES,T:MEDE,MMDI.SI^D10,T:MEDE,MEMORY DEVICES DEAD - DELIST.19/04/10,MEMORY DEVICES LTD,Technology
MEMSTAR TECHNOLOGY,T:FORM,MEMS.SI^J20,T:FORM,MEMSTAR TECHNOLOGY DEAD - DELIST.07/10/20,MEMSTAR TECHNOLOGY LIMITED,Industrials
MEMTECH INTL.,T:MEMT,MEMT.SI^H19,T:MEMT,MEMTECH INTL. DEAD - DELIST.22/08/19,MEMTECH INTERNATIONAL LTD,Industrials
MENTOR MEDIA,T:MENT,-,T:MENT,MENTOR MEDIA DEAD - DELIST.04/05/06,MENTOR MEDIA LTD,Technology
MERCATOR LIN.(SINGAPORE),T:MLLT,MRTL.SI^K19,T:MLLT,MERCATOR LIN.(SINGAPORE) DEAD - DELIST.07/11/19,MERCATOR LINES SINGAPORE LIMITED,Industrials
MFS TECHNOLOGY,T:MFST,MFSO.SI^E16,T:MFST,MFS TECHNOLOGY DEAD - DELIST.18/05/16,MFS TECHNOLOGY LIMITED,Technology
MIDSOUTH HOLDINGS,T:MSHL,-,T:MSHL,MIDSOUTH HOLDINGS DEAD - DELIST.06/11/08,MIDSOUTH HOLDINGS LIMITED,Industrials
MING WAH UNIVERSAL (SES),T:MINW,-,T:MINW,MING WAH UNIVERSAL (SES) DEAD - DELIST.12/04/01,NA,Consumer Discretionary
MMI HOLDINGS,T:MMIH,-,T:MMIH,MMI HOLDINGS DEAD - DELIST.11/07/07,MMI HOLDINGS LIMITED,Industrials
MMP RESOURCES,T:SNO,MMPR.SI^D21,T:SNO,MMP RESOURCES DEAD - DELIST.01/04/21,MMP RESOURCES LTD,Industrials
NATIONAL FINANCE,27619C,-,27619C,NATIONAL FINANCE,THANACHART CAPITAL PUBLIC COMPANY LIMITED,NA
NATSTEEL BROADWAY (SES),T:NATB,-,T:NATB,NATSTEEL BROADWAY (SES) DEAD - DELIST.08/07/02,NATSTEEL BROADWAY LIMITED,Industrials
NATSTEEL ELECTRONICS,T:NATE,-,T:NATE,NATSTEEL ELECTRONICS DEAD - 07/03/01,NATSTEEL ELECTRONICS LTD,Industrials
NEL GROUP,T:NUEL,NUEL.SI^H12,T:NUEL,NEL GROUP DEAD - DELIST.06/08/12,NEL GROUP LIMITED,Technology
NEPTUNE ORIENT LINES,T:NOLS,NEPS.SI^I16,T:NOLS,NEPTUNE ORIENT LINES DEAD - DELIST.07/09/16,NEPTUNE ORIENT LINES LIMITED,Industrials
NETWORK FDS.INTL.,T:SUNS,-,T:SUNS,NETWORK FDS.INTL. DEAD - DELIST.24/04/06,NETWORK FOODS INTERNATIONAL LIMITED,Consumer Staples
